4402	0.00608023646898762	rp
4028	0.00556365118061838	indonesia
3858	0.0053288396859051	com
3444	0.00475700463407391	kompas
2742	0.00378737128531668	orang
2430	0.00335642313031347	akun
2262	0.00312437412377328	memiliki
2202	0.00304149947858036	video
2106	0.00290890004627168	salah
1937	0.00267546979564494	anak
1917	0.00264784491391396	negara
1873	0.00258707017410582	kesehatan
1843	0.00254563285150935	jakarta
1656	0.00228734020732474	masyarakat
1653	0.00228319647506509	dunia
1554	0.00214645331049676	nomor
1552	0.00214369082232367	twitter
1523	0.00210363474381375	sosial
1496	0.00206634115347694	dikutip
1495	0.00206495990939039	media
1491	0.00205943493304419	harga
1425	0.00196827282333198	unggahan
1425	0.00196827282333198	laman
1425	0.00196827282333198	pemerintah
1405	0.001940647941601	jawa
1316	0.00181771721789816	air
1298	0.00179285482434028	kota
1288	0.0017790423834748	kali
1284	0.0017735174071286	warganet
1246	0.00172103013183975	rumah
1243	0.0017168863995801	lantas
1216	0.00167959280924329	viral
1157	0.00159809940813691	minggu
1156	0.00159671816405036	kereta
1147	0.00158428696727142	jumat
1122	0.0015497558651077	senin
1121	0.00154837462102115	badan
1091	0.00150693729842469	tulis
1077	0.00148759988121301	rabu
1043	0.00144063758227035	tni
1042	0.0014392563381838	kondisi
1041	0.00143787509409725	data
1038	0.00143373136183761	presiden
1037	0.00143235011775106	kepala
1035	0.00142958762957796	dilansir
1027	0.00141853767688557	penyakit
1006	0.00138953155106805	kamis
1006	0.00138953155106805	daftar
1003	0.0013853878188084	mengalami
998	0.00137848159837566	hasil
990	0.00136743164568327	terkait
987	0.00136328791342362	kerja
979	0.00135223796073123	kucing
977	0.00134947547255813	pengguna
976	0.00134809422847158	selasa
968	0.00133704427577919	nasional
960	0.0013259943230868	wib
958	0.00132323183491371	foto
949	0.00131080063813477	masuk
946	0.00130665690587512	menteri
945	0.00130527566178857	peserta
944	0.00130389441770202	gempa
943	0.00130251317361548	id
942	0.00130113192952893	resmi
933	0.00128870073274999	barat
933	0.00128870073274999	sabtu
928	0.00128179451231724	juta
921	0.0012721258037114	makanan
919	0.00126936331553831	jalan
917	0.00126660082736521	nama
915	0.00126383833919211	tubuh
911	0.00125831336284592	informasi
908	0.00125416963058627	kabupaten
892	0.00123206972520149	wilayah
877	0.00121135106390326	polri
874	0.00120720733164361	kementerian
874	0.00120720733164361	penjelasan
852	0.00117681996173954	sesuai
852	0.00117681996173954	covid
849	0.00117267622947989	api
845	0.0011671512531337	persen
843	0.0011643887649606	darah
842	0.00116300752087405	jenis
816	0.00112709517462378	seleksi
813	0.00112295144236414	daerah
801	0.00110637651332555	negeri
799	0.00110361402515245	bbm
797	0.00110085153697936	syarat
786	0.00108565785202732	korban
786	0.00108565785202732	selatan
785	0.00108427660794077	gejala
783	0.00108151411976767	pendaftaran
777	0.00107322665524838	warga
771	0.00106493919072909	mobil
765	0.0010566517262098	surat
756	0.00104422052943086	tiket
753	0.00104007679717121	polisi
751	0.00103731430899811	obat
743	0.00102626435630572	brigadir
743	0.00102626435630572	program
721	0.000995876986401652	uang
721	0.000995876986401652	tidur
719	0.000993114498228554	kai
712	0.000983445789622713	berdasarkan
707	0.000976539569189969	jam
705	0.000973777081016872	penyebab
701	0.000968252104670677	menyebabkan
700	0.000966870860584128	layar
696	0.000961345884237933	pt
693	0.000957202151978287	kendaraan
691	0.000954439663805189	sakit
690	0.000953058419718641	keterangan
683	0.000943389711112799	aplikasi
682	0.000942008467026251	usia
682	0.000942008467026251	hukum
682	0.000942008467026251	kulit
666	0.000919908561641471	malam
666	0.000919908561641471	mata
665	0.000918527317554922	timur
661	0.000913002341208727	e
660	0.000911621097122178	makan
660	0.000911621097122178	the
657	0.000907477364862532	ramai
655	0.000904714876689434	merah
650	0.00089780865625669	kartu
647	0.000893664923997044	instagram
645	0.000890902435823947	s
644	0.000889521191737398	dihubungi
641	0.000885377459477752	biaya
636	0.000878471239045008	langsung
632	0.000872946262698813	sambo
628	0.000867421286352618	bpjs
623	0.000860515065919874	anggota
622	0.000859133821833325	muncul
622	0.000859133821833325	juli
616	0.000850846357314033	keluarga
615	0.000849465113227484	j
612	0.000845321380967838	proses
601	0.000830127696015801	jokowi
600	0.000828746451929253	pusat
596	0.000823221475583058	aktivitas
594	0.00082045898740996	pengunggah
582	0.000803884058371375	tanggal
581	0.000802502814284826	motor
575	0.000794215349765534	wajib
574	0.000792834105678985	partai
573	0.000791452861592436	nilai
571	0.000788690373419339	minyak
571	0.000788690373419339	jadwal
568	0.000784546641159693	calon
565	0.000780402908900046	pppk
565	0.000780402908900046	tangkapan
562	0.0007762591766404	tanda
560	0.000773496688467303	akibat
556	0.000767971712121108	pekerja
554	0.00076520922394801	bsu
554	0.00076520922394801	alasan
553	0.000763827979861461	bahan
548	0.000756921759428717	penumpang
548	0.000756921759428717	perjalanan
546	0.00075415927125562	provinsi
545	0.000752778027169071	lokasi
541	0.000747253050822876	bumi
541	0.000747253050822876	pendidikan
538	0.00074310931856323	gaji
536	0.000740346830390132	produk
536	0.000740346830390132	desember
530	0.00073205936587084	aturan
529	0.000730678121784291	mei
527	0.000727915633611194	diunggah
524	0.000723771901351547	of
523	0.000722390657264999	berat
521	0.000719628169091901	subsidi
521	0.000719628169091901	manusia
521	0.000719628169091901	pesawat
518	0.000715484436832255	hewan
514	0.00070995946048606	stasiun
510	0.000704434484139865	laut
510	0.000704434484139865	sistem
509	0.000703053240053316	bumn
508	0.000701671995966767	al
508	0.000701671995966767	pertamina
507	0.000700290751880218	guru
507	0.000700290751880218	a
506	0.00069890950779367	jenderal
506	0.00069890950779367	whatsapp
502	0.000693384531447475	juni
499	0.000689240799187828	berbeda
